id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,image_ids,preview
18,4,我想退货，但是已经超过7天无理由退换货期限了，还能退吗？,0.641937,电钻手册,电钻手册.txt,钻孔（图7） 图7 注意：钻薄材料时，请使用木质“垫板”防止材料损坏。 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。将调节环（C）,24,0,manual_电钻手册_s24_c0,drill0_15,# 钻孔（图7） 图7 注意：钻薄材料时，请使用木质“垫板”防止材料损坏。 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。将调节环（C） 转至钻头符号。 <PIC>[drill0_15] 2. 仅使用锋利钻头。砖石等砌体（如砖、水泥、煤渣砖等），使用额定冲击钻孔的硬质合金钻头。 3. 始终沿与钻头
18,5,我想退货，但是已经超过7天无理由退换货期限了，还能退吗？,0.635717,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
19,1,"请问你们的商品能提供纸质版说明书吗？
电子版在哪里可以找到？",0.668456,空调手册,空调手册.txt,注,79,0,manual_空调手册_s79_c0,,# 注 ・滤网的位置可能因机型不同而有所差异。 ・部分机型可能未配备等离子滤网。
19,2,"请问你们的商品能提供纸质版说明书吗？
电子版在哪里可以找到？",0.666682,冰箱手册,冰箱手册.txt,请勿将装满液体的瓶子放入冷冻室。,52,0,manual_冰箱手册_s52_c0,Manual17_32,# 请勿将装满液体的瓶子放入冷冻室。 液体结冰可能导致瓶子破裂，造成受伤。 <PIC>[Manual17_32]
19,3,"请问你们的商品能提供纸质版说明书吗？
电子版在哪里可以找到？",0.656547,可编程温控器手册,可编程温控器手册.txt,程序日程 您可每天设置四个时间段，工作日和周末可设置不同参数。建议使用预设设置（如下表所示），可有效降低供暖/制冷能耗。 起床——设置起床时间及早晨离家前的所需,5,3,manual_可编程温控器手册_s5_c3,Manual36_34,线，将其连接至C端子。若旧温控器有2根C或C1电线，分别用电工胶带包裹且不连接。 <PIC>[Manual36_34]
19,4,"请问你们的商品能提供纸质版说明书吗？
电子版在哪里可以找到？",0.64251,儿童电动摩托车手册,儿童电动摩托车手册.txt,7. 连接电池。 <PIC>[Manual26_11],9,0,manual_儿童电动摩托车手册_s9_c0,Manual26_11,# 7. 连接电池。 <PIC>[Manual26_11] 按照步骤1所示，拆下固定座椅的螺丝，掀开座椅。如图所示，将电源接头与电池端子对接。重新安装座椅并拧紧螺丝固定。
19,5,"请问你们的商品能提供纸质版说明书吗？
电子版在哪里可以找到？",0.640401,空调手册,空调手册.txt,注,57,0,manual_空调手册_s57_c0,,# 注 ・无需开启空调，直接按下等离子键即可使用该功能。 ・等离子净化功能运行时，等离子灯和制冷灯将同时亮起。 ・部分机型不支持此功能。
20,1,"请问你们家的商品能寄到国外吗？
运费怎么算？大概需要多久能到？",0.69821,摩托艇手册,摩托艇手册.txt,操作方法： 驾驶者与乘客总重量越大，平衡艇体难度越高。,62,0,manual_摩托艇手册_s62_c0,,# 操作方法： 驾驶者与乘客总重量越大，平衡艇体难度越高。
20,2,"请问你们家的商品能寄到国外吗？
运费怎么算？大概需要多久能到？",0.69718,相机手册,相机手册.txt,欧盟、挪威、冰岛和列支敦士登以外国家：,58,0,manual_相机手册_s58_c0,,# 欧盟、挪威、冰岛和列支敦士登以外国家： 如欲废弃含电池或蓄电池的本产品，请联系当地部门咨询正确处理方式。 如有任何关于本产品的疑问，请联系授权经销商或访问以下网站。
20,3,"请问你们家的商品能寄到国外吗？
运费怎么算？大概需要多久能到？",0.681392,相机手册,相机手册.txt,警告 如果相机（或电池）发热、冒烟、有烧焦味或出现异常，请立即取出电池。此类故障可能引发火灾并造成烫伤。（取出电池或拔下USB线时请注意避免烫伤。）,43,2,manual_相机手册_s43_c2,,用布或毯子覆盖或包裹相机或交流电源适配器。否则可能导致热量积聚，变形或引发火灾。 使用相机时，请确保电池盖已安装，否则可能受伤。 “CE”标志证明本产品符合欧盟关于安全、公共卫生、环境和消费者保护的要求。 # 美国用户：
20,4,"请问你们家的商品能寄到国外吗？
运费怎么算？大概需要多久能到？",0.645617,摩托艇手册,摩托艇手册.txt,操作方法： 因涉及高速，本练习需在开阔、平静、无交通及障碍物的大水域进行。 记住，转向需要油门。,54,0,manual_摩托艇手册_s54_c0,,# 操作方法： 因涉及高速，本练习需在开阔、平静、无交通及障碍物的大水域进行。 记住，转向需要油门。
20,5,"请问你们家的商品能寄到国外吗？
运费怎么算？大概需要多久能到？",0.642322,相机手册,相机手册.txt,加拿大用户：,46,0,manual_相机手册_s46_c0,Manual29_75,# 加拿大用户： 警告：本B类数字设备符合加拿大ICES-003标准。 <PIC>[Manual29_75] 家用电子电气设备废弃处理 废弃电子电气设备 （适用于欧盟及其他有单独收集系统的欧洲国家） 本产品、手册、保修卡及/或包装上的符号表示本产品不应作为生活垃圾处理。 而应送至指定的电子电气设备回收点。 正确处理本产
21,1,"我购买的商品，想开发票抬头为公司，需要注意什么？
抬头写错了，能重新开具吗？",0.67329,VR头显手册,VR头显手册.txt,使用PS VR,19,0,manual_VR头显手册_s19_c0,,# 使用PS VR PS VR需与主机及摄像头配合使用，为您带来沉浸式虚拟现实体验。摄像头可捕捉VR头显的位置、角度及动作，让您更直接地与游戏互动。 请务必将系统软件更新至最新版本。
21,2,"我购买的商品，想开发票抬头为公司，需要注意什么？
抬头写错了，能重新开具吗？",0.657189,冰箱手册,冰箱手册.txt,注意 • 务必检查橡胶材质的O型圈。 • 灯泡长时间点亮后请勿触碰，温度极高。 • 灯泡功率最大30W。 • 门体长时间打开时，内部灯点亮7分钟后会自动熄灭以,97,0,manual_冰箱手册_s97_c0,,# 注意 • 务必检查橡胶材质的O型圈。 • 灯泡长时间点亮后请勿触碰，温度极高。 • 灯泡功率最大30W。 • 门体长时间打开时，内部灯点亮7分钟后会自动熄灭以 保障安全。（重新开门灯亮。）
21,3,"我购买的商品，想开发票抬头为公司，需要注意什么？
抬头写错了，能重新开具吗？",0.642796,发电机手册,发电机手册.txt,注意：这些编号的前三位为机型标识，其余数字为产品生产编号。请妥善记录，以便向发电机经销商订购配件时参考。,3,0,manual_发电机手册_s3_c0,,# 注意：这些编号的前三位为机型标识，其余数字为产品生产编号。请妥善记录，以便向发电机经销商订购配件时参考。
21,4,"我购买的商品，想开发票抬头为公司，需要注意什么？
抬头写错了，能重新开具吗？",0.63332,烤箱手册,烤箱手册.txt,安装 拆箱后，请确认设备在运输过程中无损坏，烤箱门关闭正常。如有问题，请联系经销商或最近的售后服务中心。为避免损坏，仅在安装时再将烤箱从泡沫底座上取出。,2,3,manual_烤箱手册_s2_c3,Manual28_6,后重新开机，查看故障是否仍存在。• 重要提示：自清洁期间，烤箱门将锁定无法打开。等待自动解锁（参见“带高温自清洁功能烤箱的清洁程序”章节）。# 电子程序器不工作：• 若显示屏显示字母“F”加数字，请联系最近的售后服务中心，并说明字母“F”后的数字。# 售后服务 联系售后服务前：1. 借助“故障排查指南”中的建议，尝试自
21,5,"我购买的商品，想开发票抬头为公司，需要注意什么？
抬头写错了，能重新开具吗？",0.625544,冰箱手册,冰箱手册.txt,冰箱不运行,114,0,manual_冰箱手册_s114_c0,,# 冰箱不运行 • 电源插头可能未插紧。重新牢固插入。 • 家中保险丝熔断或断路器跳闸。检查并/或更换保险丝，复位断路器。 • 停电。检查家中其他电器是否运行。
22,1,"我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？
换货还是只能维修？",0.844886,冰箱手册,冰箱手册.txt,温度控制,73,0,manual_冰箱手册_s73_c0,,# 温度控制 冰箱配有控制装置，可调节冷藏室温度。
22,2,"我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？
换货还是只能维修？",0.728338,功能键盘手册,功能键盘手册.txt,支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后，,18,0,manual_功能键盘手册_s18_c0,,# 支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后， 衷心感谢您购买并支持我们的产品。
22,3,"我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？
换货还是只能维修？",0.659222,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
22,4,"我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？
换货还是只能维修？",0.643597,VR头显手册,VR头显手册.txt,镜片,30,0,manual_VR头显手册_s30_c0,,# 镜片 仅使用专用柔软干布擦拭镜片。请勿使用纸巾等非镜片专用纸质产品。
22,5,"我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？
换货还是只能维修？",0.618739,发电机手册,发电机手册.txt,AE00471 油箱滤网,49,0,manual_发电机手册_s49_c0,,# AE00471 油箱滤网 1. 打开油箱盖，取出滤网。 ① 滤网 2. 用溶剂清洁滤网，如有损坏请更换。 3. 擦拭干净后装回滤网。
23,1,我想取消订单，但是订单已经付款了，能全额退款吗？,0.727751,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
23,2,我想取消订单，但是订单已经付款了，能全额退款吗？,0.695621,VR头显手册,VR头显手册.txt,镜片,30,0,manual_VR头显手册_s30_c0,,# 镜片 仅使用专用柔软干布擦拭镜片。请勿使用纸巾等非镜片专用纸质产品。
23,3,我想取消订单，但是订单已经付款了，能全额退款吗？,0.689517,摩托艇手册,摩托艇手册.txt,技能： 搭载乘客登艇及操控。,61,0,manual_摩托艇手册_s61_c0,,# 技能： 搭载乘客登艇及操控。
23,4,我想取消订单，但是订单已经付款了，能全额退款吗？,0.689517,摩托艇手册,摩托艇手册.txt,技能： 拖曳速度启动与转向。,29,0,manual_摩托艇手册_s29_c0,,# 技能： 拖曳速度启动与转向。
23,5,我想取消订单，但是订单已经付款了，能全额退款吗？,0.679299,洗碗机手册,洗碗机手册.txt,洗碗机,0,68,manual_洗碗机手册_s0_c68,,危险情况警告 触电危险
24,1,"请问你们的商品有售后保障卡吗？
卡丢了，还能享受售后服务吗？",0.830197,VR头显手册,VR头显手册.txt,使用头显时的姿势,21,0,manual_VR头显手册_s21_c0,,# 使用头显时的姿势 尽可能保持坐姿。支持站立模式的应用程序，请严格遵循其指示操作。
24,2,"请问你们的商品有售后保障卡吗？
卡丢了，还能享受售后服务吗？",0.778875,电钻手册,电钻手册.txt,在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险,32,0,manual_电钻手册_s32_c0,,# 在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险 损失时，产品注册可作为购买凭证。 • 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/re
