id,question,keywords,matched_keywords,keyword_coverage,result_count,top1_score,avg_score,recall@5,recall@3,inferred_route,heuristic_route,retrieval_mode,rule_route,strong_rule_route,classifier_label,classifier_confidence,classifier_used,service_result_count,manual_result_count,top_manuals,top_image_ids,hit_quality
419,What are the steps to adjust the throttle cable on a snowmobile?,what|are|the|steps|to|adjust|throttle|cable|on|a|snowmobile,to|a,0.1818,5,0.1447,0.066,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9469,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_10|Manual14_11|exercise_bikes_01,low
420,What is the proper way to use the steering system on a snowmobile?,what|is|the|proper|way|to|use|steering|system|on|a|snowmobile,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.9506,True,0,0,,,empty
421,What are the correct steps to turn using a snowmobile?,what|are|the|correct|steps|to|turn|using|a|snowmobile,a,0.1,5,0.1434,0.1143,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9407,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_26,low
422,What are the proper techniques for riding uphill on a snowmobile?,what|are|the|proper|techniques|for|riding|uphill|on|a|snowmobile,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.9155,True,0,0,,,empty
423,What are the proper techniques for riding downhill on a snowmobile?,what|are|the|proper|techniques|for|riding|downhill|on|a|snowmobile,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8401,True,0,0,,,empty
424,What are the correct techniques for crossing a slope on a snowmobile?,what|are|the|correct|techniques|for|crossing|a|slope|on|snowmobile,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8512,True,0,0,,,empty
425,What are the steps to inspect the spark plug on a snowmobile?,what|are|the|steps|to|inspect|spark|plug|on|a|snowmobile,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8739,True,0,0,,,empty
426,What are the steps to clean a snowmobile?,what|are|the|steps|to|clean|a|snowmobile,,0.0,5,0.3609,0.2136,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9535,True,0,5,冰箱手册|吹风机手册|吹风机手册,,low
427,What are the best methods for memorizing communication channels using a manual program?,what|are|the|best|methods|for|memorizing|communication|channels|using|a|manual|program,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.804,True,0,0,,,empty
428,What are the common causes and conditions that can lead to poor reception in television or radio signals?,what|are|the|common|causes|and|conditions|that|can|lead|to|poor|reception|in|television|or|radio|signals,,0.0,1,0.0178,0.0178,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7655,True,0,1,健身追踪器手册,Manual16_49|Manual16_50,low
429,What are the steps to enable and customize captions and on-screen text settings on a television?,what|are|the|steps|to|enable|and|customize|captions|on-screen|text|settings|on|a|television,text|a,0.1333,2,0.2495,0.2386,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8984,True,0,2,相机手册|相机手册,Manual29_60,low
430,What are the steps to properly connect and set up an outdoor antenna for optimal signal reception?,what|are|the|steps|to|properly|connect|and|set|up|an|outdoor|antenna|for|optimal|signal|reception,an,0.0588,5,0.2809,0.1905,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9139,True,0,5,水泵手册|冰箱手册|空调手册,Manual31_4|Manual31_5,low
431,What are the steps to properly connect a DVD player to a television or audio system for optimal performance?,what|are|the|steps|to|properly|connect|a|dvd|player|television|or|audio|system|for|optimal|performance,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.7088,True,0,0,,,empty
432,What are the key factors to check when troubleshooting technical issues or malfunctions?,what|are|the|key|factors|to|check|when|troubleshooting|technical|issues|or|malfunctions,,0.0,5,0.1394,0.1181,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7879,True,0,5,空调手册|发电机手册|冰箱手册,,low
433,What safety precautions should be followed to ensure safe operation during this process?,what|safety|precautions|should|be|followed|to|ensure|safe|operation|during|this|process,,0.0,5,0.3327,0.1818,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.5046,True,0,5,VR头显手册|冰箱手册|功能键盘手册,,low
434,How do you adjust the intensity settings on an electric toothbrush to suit your oral care needs?,how|do|you|adjust|the|intensity|settings|on|an|electric|toothbrush|to|suit|your|oral|care|needs,,0.0,5,0.0089,0.0055,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9356,True,0,5,VR头显手册|健身单车手册|空调手册,,low
435,What are the steps to activate and deactivate the various features on an electric toothbrush for customized usage?,what|are|the|steps|to|activate|and|deactivate|various|features|on|an|electric|toothbrush|for|customized|usage,,0.0,5,0.1208,0.0846,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8816,True,0,5,空调手册|洗碗机手册|洗碗机手册,,low
436,"What are the steps to charge an electric toothbrush when it is inside a travel case, and how do you ensure it charges properly?",what|are|the|steps|to|charge|an|electric|toothbrush|when|it|is|inside|a|travel|case|and|how|do|you|ensure|charges|properly,an|a,0.087,5,0.3351,0.3082,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8474,True,0,5,电钻手册|冰箱手册|电钻手册,Manual11_2,low
